번호,관광지명,주소,지도 x좌표,지도 y좌표,전화번호,홈페이지주소(URL),등록일,지역,1차분류,2차분류,담당기관
587,방어산,함안군 군북면 사군로,35.2535,128.2933,055-580-2341,,2006-02-07,함안군,자연관광,산과계곡,함안군 문화관광과
588,작대산,함안군 칠원면 운무로,35.30288,128.5638,055-580-2341,,2006-02-07,함안군,자연관광,산과계곡,함안군 문화관광과
589,여항산,경남 함안군 여항면 주서리 산 142-1,35.19227182,128.4118055,055-580-2341,,2006-02-07,함안군,자연관광,산과계곡,함안군 문화관광과
590,의림사 계곡,창원시 마산합포구 진북면 인곡리 439,35.13878,128.4393,055-225-3691,,2006-02-07,창원시,자연관광,산과계곡,창원시 관광진흥과
591,서북산,창원시 마산합포구 진전면,35.16961,128.4187,055-225-3691,,2006-02-07,창원시,자연관광,산과계곡,창원시 관광진흥과
592,여항산,창원시 마산합포구 진전면 옥방내동길,35.19783,128.4067,055-225-3691,,2006-02-07,창원시,자연관광,산과계곡,창원시 관광진흥과
593,팔용산,창원시 마산회원구 봉암동 팔용산내 일원,35.23277,128.6007,055-225-3691,,2006-02-07,창원시,자연관광,산과계곡,창원시 관광진흥과
594,무학산,창원시 마산회원구 내서읍,35.21119,128.536,055-225-3691,,2006-02-07,창원시,자연관광,산과계곡,창원시 관광과
595,달천계곡,창원시 의창구 북면 외감리 525,35.28417,128.598,055-225-3691,,2006-02-07,창원시,자연관광,산과계곡,창원시 관광진흥과
596,정병산,창원시 의창구 동읍,35.26285,128.6926,055-225-3691,,2006-02-07,창원시,자연관광,산과계곡,창원시 관광진흥과
597,봉림산,창원시 의창구 봉림동,35.25738,128.6808,055-225-3691,,2006-02-07,창원시,자연관광,산과계곡,창원시 관광진흥과
598,백월산,창원시 의창구 북면 백월로327번길,35.33319,128.6351,055-225-3691,,2006-02-07,창원시,자연관광,산과계곡,창원시 관광진흥과
599,층층폭포,밀양시 단장면 시전3길,35.5339,128.9848,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
600,석골폭포,밀양시 산내면 원서3안길,35.61538,128.9274,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
601,금강폭포,밀양시 단장면 시전중앙1길,35.55791,128.9717,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
602,구연폭포,밀양시 산내면 산내로,35.58922,128.9959,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
603,구만폭포,밀양시 산내면 봉의2안길,35.61559,128.8766,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
604,통수골계곡,밀양시 산내면 봉의2안길,35.6108,128.8718,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
605,구만산 계곡,밀양시 산내면 봉의2안길,35.6108,128.8718,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
606,호박소,밀양시 산내면 얼음골옛길,35.58948,128.996,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
607,화악산,밀양시 부북면 평밭길,35.59413,128.6916,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
608,만어산,밀양시 삼랑진읍 만어로,35.45627,128.8495,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
609,천태산,밀양시 삼랑진읍 행곡로,35.41787,128.9063,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
610,종남산,"밀양시 상남면, 부북면, 초동면 경계 일원",35.44983,128.7214,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
611,실혜산,밀양시 산내면 산내로,35.54793,128.9051,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
612,재약산,밀양시 단장면 표충로 1338,35.54858,128.9792,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
613,금오산,"밀양시 삼랑진, 단장면 일대",35.49064,128.9097,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
614,구천산,밀양시 삼랑진읍 일원,35.44059,128.8753,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
615,가지산,밀양시 산내면 얼음골옛길,35.62205,129.0029,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
616,구만산,"밀양시 산내면 가인리, 봉의리 일원",35.62628,128.881,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
617,억산,"밀양시 산내면 원서리, 가인리 일원",35.61704,128.9272,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
618,운문산,밀양시 산내면,35.67725,129.034,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
619,창녕 옥천계곡,경상남도 창녕군 창녕읍 계성화왕산로 638,35.51884919,128.5510913,055-530-1661,,2006-02-07,창녕군,자연관광,산과계곡,창녕군
620,창녕 화왕산,창녕군 창녕읍 고암면 일원,35.53827,128.5603,055-530-1661,http://www.cng.go.kr/tour/sites/00001295.web,2006-02-07,창녕군,자연관광,산과계곡,창녕군
621,찰비계곡,의령군 궁류면,35.43734,128.2307,055-570-2500,,2006-02-07,의령군,자연관광,산과계곡,의령군 문화관광과
622,봉황대,의령군 궁류면 청정로,35.43654,128.2406,055-570-2500,,2006-02-07,의령군,자연관광,산과계곡,의령군 문화관광과
623,국사봉,의령군 부림면 의합대로,35.49376,128.249,055-570-2500,,2006-02-07,의령군,자연관광,산과계곡,의령군 문화관광과
624,의령남산,의령군 의령읍 충익로 1-25,35.31144,128.2642,055-570-2500,,2006-02-07,의령군,자연관광,산과계곡,의령군 문화관광과
625,벽화산,의령군 의령읍 벽화로5길,35.30079,128.2277,055-570-2500,,2006-02-07,의령군,자연관광,산과계곡,의령군 문화관광과
626,미타산,의령군 부림면 여배로4길,35.51629,128.2889,055-570-2500,,2006-02-07,의령군,자연관광,산과계곡,의령군 문화관광과
627,한우산,경남 의령군 궁류면 벽계리 산 200,35.39433,128.2017,055-570-2500,,2006-02-07,의령군,자연관광,산과계곡,의령군
628,자굴산,"의령군 가례, 칠곡, 대의면",35.37571,128.2024,055-570-2500,,2006-02-07,의령군,자연관광,산과계곡,의령군 문화관광과
629,각산,사천시 각산갯길,34.93889,128.0562,055-831-2728,,2006-02-07,사천시,자연관광,산과계곡,사천시 관광진흥과
630,봉명산,"사천시 곤명면, 하동군 북천면, 진교면 일원",35.08346,127.9265,055-831-2728,,2006-02-07,사천시,자연관광,산과계곡,사천시 관광진흥과
631,사천 와룡산,경남 사천시 와룡동 산 95-2,34.98747,128.1139,055-831-2728,,2006-02-07,사천시,자연관광,산과계곡,사천시
632,월성계곡,거창군 북상면 계수나무길,35.76681,127.7292,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 문화관광과
633,심소정숲,거창군 남하면 양항길,35.6846,127.9398,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 문화관광과
634,용산숲,거창군 가북면 가북로,35.73948,127.992,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 문화관광과
635,갈계숲,거창군 북상면 송계로,35.78174,127.8179,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 문화관광과
636,백운산,밀양시 산내면 삼양리 일원,35.59601,128.9841,055-359-5644,,2006-02-07,밀양시,자연관광,산과계곡,밀양시 문화관광과
637,보해산,거창군 주상면 보해길,35.74696,127.9652,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 산림환경과
638,삼봉산,거창군 고제면 하구송길,35.89407,127.8729,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 산림환경과
639,우두산,거창군 가북면,35.76205,128.034,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 문화관광과
640,기백산,거창군 위천면 금원산길,35.74008,127.8076,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 문화관광과
641,덕유산,경상남도 거창군 북상면 덕유월성로 1642,35.8616,127.7466,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 문화관광과
642,남덕유산,거창군 북상면 덕유월성로,35.76886,127.6798,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 문화관광과
643,금원산,거창군 위천면 금원산길,35.73501,127.7608,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 문화관광과
644,고성 구절폭포,경남 고성군 동해면 외곡리 산 50,35.01649384,128.4183895,055-670-2201,,2006-02-07,고성군,자연관광,산과계곡,고성군
645,고성 구절산,경남 고성군 동해면 외곡리 산 51,35.01651,128.4184,055-670-2201,,2006-02-07,고성군,자연관광,산과계곡,고성군
646,향로봉,고성군 간성읍,38.33404,128.3181,055-670-2201,,2006-02-07,고성군,자연관광,산과계곡,고성군 문화체육관광과
647,연화산,고성군 개천면 북평2길,35.07395,128.2654,055-670-2201,,2006-02-07,고성군,자연관광,산과계곡,고성군 문화체육관광과
648,벽방산,고성군 거류면,34.96008,128.369,055-670-2201,,2006-02-07,고성군,자연관광,산과계곡,고성군 문화체육관광과
649,금귀봉,거창군 거창읍 당동1길,35.73059,127.9513,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 문화관광과
650,미녀봉,거창군 가조면 기리2길,35.68364,128.0522,055-940-3410,,2006-02-07,거창군,자연관광,산과계곡,거창군 문화관광과
651,적석산,고성군 회화면,35.11025,128.3695,055-670-2201,,2006-02-07,고성군,자연관광,산과계곡,고성군 문화체육관광과
652,무량산,고성군 대가면,35.02247,128.2616,055-670-2201,,2006-02-07,고성군,자연관광,산과계곡,고성군 문화체육관광과
653,용추폭포,창원시 진해구 마천로103번길,35.13463,128.7846,055-225-3691,,2006-02-07,창원시,자연관광,산과계곡,창원시 관광진흥과
654,천자봉,창원시 진해구 자은동~웅천1동 일원,35.1062,128.7295,055-225-3691,,2006-02-07,창원시,자연관광,산과계곡,창원시 관광진흥과
655,장척계곡,경상남도 김해시 상동면 장척로 546,35.28954953,128.9254016,055-330-3811,,2006-02-07,김해시,자연관광,산과계곡,김해시 환경국 하천과
656,김해 장유대청계곡,경상남도 김해시 대청계곡길 170-27 (대청동),35.18479237,128.7756707,055-330-4448,,2006-02-07,김해시,자연관광,산과계곡,김해시
657,분성산,경상남도 김해시 사충단길 190 (어방동),35.24610669,128.8925459,055-350-6391,,2006-02-07,김해시,자연관광,산과계곡,김해시 농업기술센터 산림과
658,용지봉,경남 김해시 대청동 산 68-4,35.19567887,128.7554275,055-350-6391,,2006-02-07,김해시,자연관광,산과계곡,김해시 농업기술센터 산림과
659,무척산,경상남도 김해시 상동면 여차로 613-189,35.35242644,128.8774504,055-350-6391,,2006-02-07,김해시,자연관광,산과계곡,김해시 농업기술센터 산림과
660,신어산,경상남도 김해시 신어산길 170 (삼방동),35.26873332,128.9168497,055-350-6391,,2006-02-07,김해시,자연관광,산과계곡,김해시 농업기술센터 산림과
661,통도사계곡,양산시 하북면 통도7길,35.48785,129.0648,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
662,혈류폭포,경남 양산시 하북면 용연리,35.41348,129.1102,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
663,홍룡폭포,양산시 상북면 홍룡로,35.39697,129.0875,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
664,통도골,양산시 원동면 청수골길,35.50532,129.0086,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
665,불암폭포,경상남도 양산시 원동면 원동로,35.37121,128.9547,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
666,용연폭포,양산시 원동면 천태로,35.40034,128.8973,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
667,무지개폭포,양산시 평산동,35.38319,129.1216,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
668,양산 내원사계곡,양산시 하북면 내원로 207,35.44578679,129.1104518,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
669,양산 오봉산,경남 양산시 원동면 화제리 산 63-1,35.33376278,128.9848456,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시
670,천태산,양산시 원동면 천태로,35.4176,128.9066,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
671,토곡산,양산시 원동면 원동로,35.37145,128.9546,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
672,대운산,양산시 탑골길 208-28,35.40306,129.2117,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
673,영축산,양산시 하북면,35.51886,129.0503,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
674,천성산,양산시 하북면 내원로 30,35.42042,129.1122,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
675,집현산,진주시 집현면 응석로72번길,35.31025,128.035,055-749-5086,,2006-02-07,진주시,자연관광,산과계곡,진주시 문화관광과
676,광제산,진주시 명석면 덕곡리 산1,35.27678,128.0215,055-749-5086,,2006-02-07,진주시,자연관광,산과계곡,진주시 문화관광과
677,망진산,진주시 망경동 봉수대길 116,35.17715,128.0759,055-749-5086,,2006-02-07,진주시,자연관광,산과계곡,진주시 문화관광과
678,비봉산,진주시 진주성로,35.20296,128.0781,055-749-5086,,2006-02-07,진주시,자연관광,산과계곡,진주시 문화관광과
679,배내골,양산시 원동면 배내로,35.45466,128.9669,055-392-3233,,2006-02-07,양산시,자연관광,산과계곡,양산시 문화관광과
680,방어산,진주시 지수면 청담길175번길,35.25354,128.293,055-749-5086,,2006-02-07,진주시,자연관광,산과계곡,진주시 문화관광과
681,월아산,진주시 금산면,35.192,128.1899,055-749-5086,,2006-02-07,진주시,자연관광,산과계곡,진주시 문화관광과
682,합천호,"합천군 대병면, 봉산면",35.52391,128.0184,055-933-5901,,2006-02-07,합천군,자연관광,강과호수,합천군청 관광개발사업단/합천댐 관리사무소
