"번호","개방서비스명","개방서비스ID","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",""
"1123","숙박업","03_11_03_P","5350000","5350000-214-2010-00001","20100720","","01","영업/정상","01","영업","","","","","","184","621030","경상남도 김해시 서상동 11-3번지","경상남도 김해시 가락로 108-7 (서상동)","50915","학송빌","20180629154630","I","2018-08-31","숙박업(생활)","128.881416472311","35.2361287161215","숙박업(생활)","3","0","1","2","0","0","0","10","0","N","0","","","","","0","","","0","0","N","4825052000"
"1124","숙박업","03_11_03_P","5350000","5350000-201-2004-00007","20040426","","01","영업/정상","01","영업","","","","","055 3139541","1304","621280","경상남도 김해시 대청동 71-9 엔플러스투빌딩 6,7층","경상남도 김해시 번화1로68번길 19, 6,7층 (대청동, 엔플러스투빌딩)","50989","드라마모텔","20201125133522","U","2020-11-27","여관업","","","여관업","10","2","6","7","0","0","0","31","0","N","0","","","","자가","0","","","0","0","N",""
"1125","숙박업","03_11_03_P","5350000","5350000-201-2013-00001","20130807","","01","영업/정상","01","영업","","","","","055 311 0071","1193","621280","경상남도 김해시 대청동 71-7 와플타운빌딩 401, 501호","경상남도 김해시 번화1로76번길 24, 401, 501호 (대청동, 와플타운빌딩)","50989","모텔와플","20220318092501","U","2022-03-20","여관업","","","여관업","6","0","4","5","0","0","0","28","0","N","0","","","","자가","0","","","0","0","N",""
"1126","숙박업","03_11_03_P","5350000","5350000-201-2000-00024","20000316","","01","영업/정상","01","영업","","","","","055 3369191","389","621907","경상남도 김해시 부원동 604-18번지","경상남도 김해시 김해대로2325번길 12 (부원동)","50926","해남장여관","20180620183158","I","2018-08-31","여관업","128.881149436629","35.2273812790178","여관업","0","0","0","0","0","0","4","13","0","N","0","","","","","0","","","0","0","N","4825053000"
"1127","숙박업","03_11_03_P","5350000","5350000-201-2003-00013","20030404","","01","영업/정상","01","영업","","","","","","1338","621909","경상남도 김해시 삼방동 172-5번지","경상남도 김해시 활천로255번길 32-9 (삼방동)","50819","와와모텔","20180703174930","I","2018-08-31","여관업","128.906376211247","35.2456502887197","여관업","11","2","1","7","0","0","7","32","0","N","0","","","","","0","","","0","0","N","4825059000"
"1128","숙박업","03_11_03_P","5350000","5350000-201-2003-00003","20030225","","01","영업/정상","01","영업","","","","","055 3390546","1994","621916","경상남도 김해시 어방동 1093-5","경상남도 김해시 분성로529번길 3 (어방동)","50844","아모르호텔","20201109131511","U","2020-11-11","여관업","128.903689133874","35.2358538780217","여관업","0","0","0","0","0","0","0","49","0","N","0","","","","","0","","","0","0","N","4825058000"
"1129","숙박업","03_11_03_P","5350000","5350000-201-2001-00046","20011113","","01","영업/정상","01","영업","","","","","055 326 1602","1537","621280","경상남도 김해시 대청동 68-11번지","경상남도 김해시 번화1로68번길 3 (대청동)","50989","더블유","20181203105046","U","2018-12-05","여관업","128.800405223881","35.1938009790352","여관업","0","0","0","0","0","0","0","42","0","N","0","","","","","0","","","0","0","N","4825062000"
"1130","숙박업","03_11_03_P","5350000","5350000-201-2000-00017","20000316","","01","영업/정상","01","영업","","","","","055 3210176","779","621907","경상남도 김해시 부원동 604-17번지","경상남도 김해시 가락로7번길 12 (부원동)","50926","남문여관","20180709155922","I","2018-08-31","여관업","128.881321576351","35.2273306598365","여관업","0","0","0","0","0","0","6","5","0","N","0","","","","","0","","","0","0","N","4825053000"
"1131","숙박업","03_11_03_P","5350000","5350000-201-2000-00002","20000316","","01","영업/정상","01","영업","","","","","055 3330703","251","621030","경상남도 김해시 서상동 135","경상남도 김해시 분성로336번길 8-5 (서상동)","50921","대명여관","20201209091912","U","2020-12-11","여관업","128.882568879764","35.2328292182186","여관업","0","0","0","0","0","0","0","10","0","N","0","","","","","0","","","0","0","N","4825052000"
"1132","숙박업","03_11_03_P","5350000","5350000-201-2012-00002","20120409","","01","영업/정상","01","영업","","","","","055 321 6264","2279","621280","경상남도 김해시 대청동 55-4","경상남도 김해시 번화1로67번길 24 (대청동)","50988","리벤델호텔","20210324150955","U","2021-03-26","여관업","128.79744187239","35.1928370150936","여관업","8","1","4","8","0","0","0","40","0","N","0","","","","자가","0","","","0","0","N","4825062000"
"1133","숙박업","03_11_03_P","5350000","5350000-201-2012-00005","20120816","","01","영업/정상","01","영업","","","","","055 338 3375","1911","621917","경상남도 김해시 어방동 998-51","경상남도 김해시 활천로 251 (어방동)","50819","자야호텔","20210107174621","U","2021-01-09","여관업","128.906525331824","35.2427578577013","여관업","10","0","1","10","0","0","0","40","0","N","0","","","","자가","0","","","0","0","N","4825058000"
"1134","숙박업","03_11_03_P","5350000","5350000-201-2000-00061","20000316","","01","영업/정상","01","영업","","","","","055 3246816","1012","621916","경상남도 김해시 어방동 1094-6번지 외1필지","경상남도 김해시 인제로91번길 9 (어방동)","50844","투헤븐호텔(어방점)","20180219141623","I","2018-08-31","여관업","128.903453369267","35.2364956230698","여관업","0","0","0","0","0","0","1","34","0","N","0","","","","","0","","","0","0","N","4825058000"
"1135","숙박업","03_11_03_P","5350000","5350000-201-2007-00003","20070418","","01","영업/정상","01","영업","","","","","005503142123","1308","621070","경상남도 김해시 삼계동 1509-3","경상남도 김해시 삼계로55번길 8 (삼계동)","50902","쇼호텔","20210615115828","U","2021-06-17","관광호텔","128.871922659061","35.2583497626707","관광호텔","0","0","0","0","0","0","2","33","0","N","0","","","","","0","","","0","0","N","4825055000"
"1136","숙박업","03_11_03_P","5350000","5350000-201-2000-00053","20000316","","01","영업/정상","01","영업","","","","","055 3435336","677","621804","경상남도 김해시 진영읍 신용리 624-9번지","경상남도 김해시 진영읍 진영로 346","50869","그린파크장여관","20180622135730","I","2018-08-31","여관업","128.750559895368","35.3007261043208","여관업","0","0","0","0","0","0","0","20","0","N","0","","","","","0","","","0","0","N","4825025000"
"1137","숙박업","03_11_03_P","5350000","5350000-201-2003-00023","20030923","","01","영업/정상","01","영업","","","","","055 3349595","487","621907","경상남도 김해시 부원동 602-27번지","경상남도 김해시 가락로23번길 10 (부원동)","50926","퀸모텔","20180620183129","I","2018-08-31","여관업","128.881298859096","35.2286917131544","여관업","4","0","2","4","0","0","0","19","0","N","0","","","","임대","0","","","0","0","N","4825053000"
"1138","숙박업","03_11_03_P","5350000","5350000-201-1999-00002","19990810","","01","영업/정상","01","영업","","","","","","370","621030","경상남도 김해시 서상동 94-59","경상남도 김해시 분성로 327-12 (서상동)","50915","프로포즈모텔","20210803093655","U","2021-08-05","여관업","128.882038053354","35.2338040865245","여관업","0","0","1","3","0","0","0","17","0","N","0","","","","","0","0","0","0","0","N","4825052000"
"1139","숙박업","03_11_03_P","5350000","5350000-201-2017-00003","20170629","","01","영업/정상","01","영업","","","","","005503366000","2119","621907","경상남도 김해시 부원동 604-2","경상남도 김해시 가락로15번길 7 (부원동)","50926","호텔 스미스","20210303132637","U","2021-03-05","일반호텔","128.881691786144","35.2276626680517","일반호텔","10","0","1","4","0","0","0","42","0","N","0","","","","자가","0","0","0","0","0","N","4825053000"
"1140","숙박업","03_11_03_P","5350000","5350000-201-2004-00014","20041118","","01","영업/정상","01","영업","","","","","055 312 2021","1318","621280","경상남도 김해시 대청동 301-6 새미래트윈스빌딩 701, 801호","경상남도 김해시 삼문로 11, 701, 801호 (대청동, 새미래트윈스빌딩)","51004","쇼호텔","20201217165338","U","2020-12-19","여관업","","","여관업","0","0","7","8","0","0","0","41","0","N","0","","","","","0","","","0","0","N",""
"1141","숙박업","03_11_03_P","5350000","5350000-201-2001-00031","20010502","","01","영업/정상","01","영업","","","","","055 3451466","139","621806","경상남도 김해시 진영읍 여래리 700-74번지","경상남도 김해시 진영읍 여래로 32-12","50867","부산여인숙","20200622155424","U","2020-06-24","여인숙업","128.73368876791","35.3033352068535","여인숙업","0","0","0","0","0","0","0","10","0","N","0","","","","","0","","","0","0","N","4825025000"
"1142","숙박업","03_11_03_P","5350000","5350000-201-2000-00016","20000316","","01","영업/정상","01","영업","","","","","055 3335599","349","621030","경상남도 김해시 서상동 332-7번지","경상남도 김해시 가락로63번길 26 (서상동)","50920","금단장여관","20180619212241","I","2018-08-31","여관업","128.878990850791","35.2319802229858","여관업","0","0","0","0","0","0","0","15","0","N","0","","","","","0","","","0","0","N","4825052000"
"1143","숙박업","03_11_03_P","5350000","5350000-201-2000-00140","20001027","","01","영업/정상","01","영업","","","","","055 3346001","931","621916","경상남도 김해시 어방동 1097-10번지","경상남도 김해시 인제로65번길 12 (어방동)","50930","7모텔","20200527141810","U","2020-05-29","여관업","128.903430704805","35.2345434814507","여관업","0","0","0","0","0","0","0","31","0","N","0","","","","","0","","","0","0","N","4825058000"
"1144","숙박업","03_11_03_P","5350000","5350000-201-1999-00001","19991007","","01","영업/정상","01","영업","","","","","","281","621907","경상남도 김해시 부원동 604-25","경상남도 김해시 가락로15번길 3-2 (부원동)","50926","허니문장여관","20200624145014","U","2020-06-26","여관업","128.882086108598","35.2275787634099","여관업","0","0","0","0","0","0","0","13","0","N","0","","","","","0","","","0","0","N","4825053000"
"1145","숙박업","03_11_03_P","5350000","5350000-201-2000-00124","20000802","","01","영업/정상","01","영업","","","","","055 3320010","623","621907","경상남도 김해시 부원동 852-27","경상남도 김해시 가락로 42-2 (부원동)","50921","프린스장여관","20211231123935","U","2022-01-02","여관업","128.88279471184","35.2302065007542","여관업","0","0","0","0","0","0","2","18","0","N","0","","","","","0","","","0","0","N","4825053000"
"1146","숙박업","03_11_03_P","5350000","5350000-201-2000-00164","20000316","","01","영업/정상","01","영업","","","","","055 3211934","250","621030","경상남도 김해시 서상동 148-7번지","경상남도 김해시 가락로64번길 3-4 (서상동)","50921","한아름여인숙","20180525133001","I","2018-08-31","여인숙업","128.88231488469","35.2324988300896","여인숙업","0","0","0","0","0","0","0","9","0","N","0","","","","","0","","","0","0","N","4825052000"
"1147","숙박업","03_11_03_P","5350000","5350000-201-2000-00015","20000316","","01","영업/정상","01","영업","","","","","055 3363023","483","621907","경상남도 김해시 부원동 857-3번지","경상남도 김해시 분성로318번길 33 (부원동)","50920","한울모텔","20190925114533","U","2019-09-27","여관업","128.881291495859","35.2305131233041","여관업","0","0","0","0","0","0","0","16","0","N","0","","","","","0","","","0","0","N","4825053000"
"1148","숙박업","03_11_03_P","5350000","5350000-201-2000-00110","20000418","","01","영업/정상","01","영업","","","","","005503297770","292","621907","경상남도 김해시 부원동 833-22번지","경상남도 김해시 분성로318번길 17 (부원동)","50920","이화장모텔","20180705172520","I","2018-08-31","여관업","128.881233328247","35.2318514765729","여관업","0","0","0","0","0","0","0","13","0","N","0","","","","","0","","","0","0","N","4825053000"
"1149","숙박업","03_11_03_P","5350000","5350000-201-2003-00010","20030315","","01","영업/정상","01","영업","","","","","005503139090","1090","621070","경상남도 김해시 삼계동 1506-7번지","경상남도 김해시 가야로 208 (삼계동)","50902","호텔 마실(HOTEL MASIL)","20180622142154","I","2018-08-31","여관업","128.871839614883","35.2590622614922","여관업","6","2","2","6","0","0","3","32","0","N","0","","","","","0","","","0","0","N","4825055000"
"1150","숙박업","03_11_03_P","5350000","5350000-201-2020-00003","20200529","","01","영업/정상","01","영업","","","","","","143","621907","경상남도 김해시 부원동 852-20","경상남도 김해시 가락로 42-1, 1,2층 (부원동)","50921","골목여관","20201109132841","U","2020-11-11","여관업","128.882572440033","35.2301696760243","여관업","0","0","","","","","0","7","0","N","0","","","","","0","0","0","0","0","N","4825053000"
